I,66.222504,69.980003,63.237499,69.4925,68.95797,370732000
I,60.487499,64.769997,60,60.552502,60.086731,322423600
I,61.877499,64.402496,59.599998,63.215,62.728752,324056000
I,59.942501,62.5,59.279999,61.6675,61.193157,300233600
D,61.8475,63.209999,60.6525,61.195,60.724293,271857200
D,61.794998,62.9575,57,57.310001,56.869179,401693200
D,57.02,57.125,53.1525,56.092499,55.661041,336752800
I,59.09,61.922501,58.575001,61.720001,61.245258,287531200
D,62.6875,64.5625,61.075001,61.380001,60.907871,303602000
I,61.630001,64.669998,61.59,64.610001,64.113029,252087200
D,63.1875,63.967499,61.762501,61.935001,61.458603,204216800
I,62.685001,63.880001,62.349998,63.702499,63.212502,167976400
D,63.900002,65.622498,63,63.572498,63.083504,197002000
D,61.625,62.18,59.782501,60.227501,59.76424,176218400
I,60.084999,61.287498,59.224998,61.232498,60.761501,165934000
D,60.700001,61.424999,59.7425,60.352501,59.888275,129880000
I,62.724998,65.777496,62.345001,65.6175,65.11277,201820400
D,67.699997,67.925003,64.75,64.857498,64.358627,202887200
I,65.684998,66.842499,65.307503,66.517502,66.005852,168895200
D,67.175003,67.517502,66.175003,66.997498,66.482155,162116400
I,67.077499,68.425003,66.457497,68.3125,67.787041,131022800
I,70,72.0625,69.512497,71.762497,71.210495,194994800
I,70.599998,71.582497,70.157501,71.107498,70.560539,131154400
D,71.845001,72.050003,70.587502,71.672501,71.121201,157125200
D,71.172501,71.737503,69.214996,70.699997,70.156174,215250000
D,69.487503,70.419998,69.212502,69.232498,68.699974,130015200
D,69.07,69.3125,66.357498,67.092499,66.576424,180991600
I,68.402496,69.474998,68.050003,69.025002,68.494064,117057200
D,68.967499,70.4375,68.717499,68.7575,68.228622,124814400
I,69.300003,70.752502,69.25,70.7425,70.198349,126508800
I,70.449997,71.135002,69.987503,70.792503,70.247971,117087600
D,71.269997,71.457497,69.550003,69.644997,69.109299,112004800
I,71.182503,72.417503,70.972504,71.932503,71.379196,137280800
I,72.489998,73.6325,72.087502,73.449997,72.885025,183064000
I,71.5625,74.75,71.462502,72.267502,71.711632,240616800
I,72.292503,73.422501,71.580002,73.290001,72.726265,133568000
I,73.764999,75.25,73.614998,74.389999,73.817802,147751200
I,75.114998,75.809998,74.717499,75.157501,74.579391,142333600
I,75.805,76.292503,75.4925,75.934998,75.350914,115215200
I,76.410004,77.587502,76.072502,77.532501,77.144394,134048000
I,77.025002,79.262497,76.809998,78.752502,78.358284,145946400
D,79.457497,79.922501,77.727501,77.852501,77.462791,162301200
D,78.037498,78.987503,75.802498,76.912498,76.527496,200622400
I,76.127502,77.447502,75.3825,77.385002,76.997635,158929200
I,75.087502,76.974998,75.052498,76.927498,76.542412,166348400
I,78.292503,79.125,77.580002,78.739998,78.345848,135372400
D,78.7575,79.629997,78.252502,78.285004,77.893127,101729600
I,79.169998,79.879997,79.129997,79.807503,79.408005,111504800
D,79.665001,80.222504,78.967499,79.212502,78.815979,102688800
I,78.942497,79.807503,78.837502,79.722504,79.323433,81803200
D,80.875,81.059998,79.125,79.182503,78.786133,125522000
I,79.035004,79.677498,78.272499,79.527496,79.129402,112945200
I,79.192497,80.860001,78.907501,79.5625,79.16423,133560800
D,79.8125,80.287498,79.1175,79.485001,79.08712,153598000
I,79.4375,80.587502,79.302498,80.462502,80.059723,80791200
I,80.1875,80.860001,79.732498,80.834999,80.430351,87642800
I,81.165001,81.550003,80.574997,81.279999,80.873131,104491200
D,81.097504,81.404999,80.195,80.580002,80.176636,87560400
I,80.837502,82.9375,80.807503,82.875,82.460152,137250400
I,82.5625,83.400002,81.830002,83.364998,82.947685,95654400
I,83.035004,86.402496,83.002502,85.997498,85.567009,147712400
I,86.974998,88.692497,86.522499,88.209999,87.76844,166651600
D,87.327499,87.764999,83.870003,83.974998,83.554642,201662400
D,86.18,86.949997,83.555,84.699997,84.276009,200146000
I,83.3125,86.419998,83.144997,85.747498,85.31826,138808800
I,87.864998,88.300003,86.18,88.019997,87.579391,165428800
D,88.787498,88.849998,87.772499,87.897499,87.457504,114406400
I,87.852501,88.362503,87.305,87.932503,87.492332,96820400
D,88.660004,89.139999,86.287498,87.43,86.992348,264476000
I,87.834999,89.864998,87.787498,89.717499,89.268394,135445200
I,91,93.095001,90.567497,91.6325,91.173805,212155600
D,91.25,92.197502,89.629997,90.014999,89.564407,192623200
I,90.175003,91.25,89.392502,91.209999,90.753426,137522400
D,91.102501,91.330002,88.254997,88.407501,87.964951,205256800
I,88.3125,90.542503,87.82,90.445,89.992256,130646000
I,90.019997,91.495003,90,91.199997,90.743469,140223200
D,91.279999,91.839996,90.977501,91.027496,90.571838,110737200
D,91.962502,92.6175,90.910004,91.027496,90.571838,114041600
I,92.5,93.945,92.467499,93.462502,92.994652,118655600
D,93.852501,94.654999,93.057503,93.172501,92.706093,112424400
I,94.18,95.375,94.089996,95.342499,94.865234,117092000
D,96.262497,96.317497,94.672501,95.752502,95.273193,125642800
I,95.334999,95.980003,94.705002,95.919998,95.439842,90257200
D,97.264999,99.955002,95.2575,95.477501,94.999557,191649200
I,94.839996,97.254997,93.877502,97.057503,96.571655,170989200
D,98.989998,99.247498,96.489998,97.724998,97.235809,153198000
D,96.5625,97.404999,95.904999,96.522499,96.03933,110577600
D,96.987503,97.147499,95.839996,96.327499,95.845299,92186800
I,96.417503,98.5,96.0625,98.357498,97.865143,90318000
D,99.172501,99.25,96.7425,97,96.514442,103646000
I,96.692497,97.974998,96.602501,97.272499,96.785568,89001600
D,96.997498,97.077499,92.010002,92.845001,92.380234,197004400
I,90.987503,92.970001,89.144997,92.614998,92.151382,185438800
I,93.709999,94.904999,93.480003,94.809998,94.335396,121214000
D,94.3675,94.550003,93.247498,93.252502,92.785706,103625600
I,93.75,95.230003,93.712502,95.040001,94.564247,90329200
I,94.1875,96.297501,93.767502,96.190002,95.708496,158130000
I,102.885002,106.415001,100.824997,106.260002,105.728088,374336800
I,108.199997,111.637497,107.892502,108.9375,108.392181,308151200
I,109.1325,110.790001,108.387497,109.665001,109.116043,173071600
I,109.377502,110.392502,108.897499,110.0625,109.511551,121992000
I,110.404999,114.412498,109.797501,113.902496,113.332329,202428800
D,113.205002,113.675003,110.292503,111.112503,110.755638,198045600
I,112.599998,113.775002,110,112.727501,112.365448,212403600
D,111.970001,112.482498,109.107498,109.375,109.023705,187902400
I,110.497498,113.275002,110.297501,113.010002,112.647041,165944800
I,114.43,116.042503,113.927498,115.010002,114.64061,210082000
I,114.830002,115,113.044998,114.907501,114.538445,165565200
D,116.0625,116.087502,113.962502,114.607498,114.239403,119561600
I,114.352501,116,114.0075,115.5625,115.191338,105633600
D,115.982498,117.162498,115.610001,115.707497,115.335869,145538000
I,115.75,118.392502,115.732498,118.275002,117.895126,126907200
I,119.262497,124.8675,119.25,124.370003,123.970551,338054800
D,128.697495,128.785004,123.9375,125.857498,125.45327,345937600
I,124.697502,125.18,123.052498,124.824997,124.424088,211495600
I,126.18,126.9925,125.082497,126.522499,126.116135,163022400
D,127.142502,127.485001,123.832497,125.010002,124.608498,155552400
D,126.012497,126.442497,124.577499,124.807503,124.406647,187630000
I,127.580002,131,126,129.039993,128.625549,225702700
I,132.759995,134.800003,130.529999,134.179993,133.749039,152470100
D,137.589996,137.979996,127,131.399994,130.977966,200119000
D,126.910004,128.839996,120.5,120.879997,120.491753,257599600
I,120.07,123.699997,110.889999,120.959999,120.571503,332607200
D,113.949997,118.989998,112.68,112.82,112.457649,231366600
I,117.260002,119.139999,115.260002,117.32,116.943192,176940500
D,120.360001,120.5,112.5,113.489998,113.125496,182274400
D,114.57,115.230003,110,112,111.640282,180860300
I,114.720001,115.93,112.800003,115.360001,114.989487,140150100
D,118.330002,118.830002,113.610001,115.540001,115.168915,184642000
D,115.230003,116,112.040001,112.129997,111.769859,154679000
I,109.720001,112.199997,108.709999,110.339996,109.985611,178011000
D,110.400002,110.879997,106.089996,106.839996,106.496849,287104900
I,104.540001,110.190002,103.099998,110.080002,109.726448,195713800
D,112.68,112.860001,109.160004,111.809998,111.450882,183055400
D,111.620003,112.110001,106.769997,107.120003,106.775963,150718700
I,105.169998,110.25,105,108.220001,107.872421,167743300
I,108.43,112.440002,107.669998,112.279999,111.919373,149981400
D,115.010002,115.32,112.779999,114.959999,114.590767,137672400
D,114.550003,115.309998,113.57,114.089996,113.723564,99382200
I,113.790001,117.260002,113.620003,115.809998,115.438042,142675200
D,117.639999,117.720001,115.830002,116.790001,116.414894,116120400
I,112.889999,115.370003,112.220001,113.019997,112.657005,144712000
I,113.910004,116.650002,113.550003,116.5,116.125824,106243800
D,115.699997,116.120003,112.25,113.160004,112.796555,161498200
I,114.620003,115.550003,114.129997,115.080002,114.710388,96849000
D,116.25,116.400002,114.589996,114.970001,114.600739,83477200
I,115.279999,117,114.919998,116.970001,116.594315,100506900
I,120.059998,125.18,119.279999,124.400002,124.000458,240226800
D,125.269997,125.389999,119.650002,121.099998,120.711044,262330500
I,121,123.029999,119.620003,121.190002,120.800766,151062300
I,118.720001,121.199997,118.150002,120.709999,120.322304,112559200
D,121.279999,121.550003,118.809998,119.019997,118.637726,115393800
D,119.959999,120.419998,115.660004,115.980003,115.607498,120639300
I,116.199997,118.980003,115.629997,117.510002,117.132591,124423700
I,116.669998,118.709999,116.449997,116.870003,116.494644,89946000
D,117.449997,118.040001,114.589996,115.75,115.378235,101988000
D,116.389999,116.550003,114.279999,115.040001,114.670517,82572600
I,114.010002,116.550003,112.879997,115.050003,114.680489,111850700
I,115.489998,117.279999,114.540001,116.599998,116.22551,92276800
D,115.050003,115.43,111.099998,111.199997,110.84285,143937800
I,112.370003,116.93,112.199997,115.32,114.949615,146129200
D,111.059998,111.989998,107.720001,108.860001,108.510361,190272600
D,109.110001,110.68,107.32,108.769997,108.420654,122866900
I,109.660004,111.489998,108.730003,110.440002,110.085289,107624400
I,114.139999,115.589996,112.349998,114.949997,114.580803,138235500
I,117.949997,119.620003,116.870003,119.029999,118.647697,126387100
I,118.32,119.199997,116.129997,118.690002,118.512909,114457900
D,120.5,121.989998,116.050003,116.32,116.146439,154515300
I,115.550003,117.589996,114.129997,115.970001,115.796967,138023400
I,117.190002,119.629997,116.440002,119.489998,119.311707,112295000
D,119.620003,120.529999,118.57,119.209999,119.032127,103162300
D,119.440002,119.669998,117.870003,119.260002,119.082054,81581900
I,118.919998,120.989998,118.150002,120.300003,120.120506,91183000
D,119.550003,120.669998,118.959999,119.389999,119.211861,74271000
D,118.610001,119.82,118,118.029999,117.853889,76322100
I,117.589996,119.059998,116.809998,118.639999,118.462982,74113000
D,118.639999,118.769997,117.290001,117.339996,117.164917,73604300
D,117.18,117.620003,113.75,113.849998,113.680122,127959300